Date,Open,High,Low,Close,Adj Close,Volume
2012-01-27,27.129999,27.740000,26.700001,26.950001,26.950001,0
2012-01-30,27.129999,27.740000,26.700001,26.950001,26.950001,0
2012-01-31,27.129999,27.740000,26.700001,26.950001,26.950001,0
2012-02-01,27.129999,27.740000,26.700001,26.950001,26.950001,0
2012-02-02,27.129999,27.740000,26.700001,26.950001,26.950001,0
2012-02-03,27.129999,27.740000,26.700001,26.950001,26.950001,0
2012-02-06,27.129999,27.740000,26.700001,26.889999,26.889999,2041500
2012-02-07,26.750000,26.889999,25.889999,26.180000,26.180000,1659800
2012-02-08,25.959999,26.190001,25.340000,26.020000,26.020000,1983100
2012-02-09,26.280001,27.450001,26.000000,26.520000,26.520000,1686900
2012-02-10,25.650000,26.700001,25.650000,26.639999,26.639999,1340900
2012-02-13,26.379999,28.010000,26.020000,27.719999,27.719999,1858400
2012-02-14,27.980000,30.639999,27.400000,29.700001,29.700001,1555600
2012-02-15,30.280001,31.930000,29.900000,30.940001,30.940001,1299600
2012-02-16,31.090000,31.360001,30.610001,30.969999,30.969999,823100
2012-02-17,30.920000,30.990000,30.299999,30.799999,30.799999,527000
2012-02-21,30.600000,30.900000,29.950001,30.350000,30.350000,518400
2012-02-22,30.440001,30.820000,30.010000,30.610001,30.610001,397900
2012-02-23,30.540001,31.629999,30.010000,31.370001,31.370001,222300
2012-02-24,31.049999,31.450001,30.120001,31.350000,31.350000,188400
2012-02-27,30.940001,31.900000,30.340000,31.450001,31.450001,292600
2012-02-28,30.600000,31.620001,30.600000,31.500000,31.500000,377300
2012-02-29,31.670000,31.900000,31.049999,31.139999,31.139999,694100
2012-03-01,31.510000,31.590000,31.180000,31.490000,31.490000,288000
2012-03-02,31.540001,31.590000,31.110001,31.459999,31.459999,190900
2012-03-05,32.000000,32.000000,31.410000,31.450001,31.450001,206900
2012-03-06,31.209999,31.360001,29.600000,30.250000,30.250000,639800
2012-03-07,30.410000,30.700001,30.110001,30.180000,30.180000,350100
2012-03-08,30.309999,30.469999,29.610001,29.910000,29.910000,541200
2012-03-09,29.760000,31.070000,29.760000,30.670000,30.670000,285300
2012-03-12,30.629999,30.740000,29.830000,30.020000,30.020000,224300
2012-03-13,30.100000,31.000000,30.100000,30.889999,30.889999,247300
2012-03-14,30.889999,31.129999,30.020000,30.129999,30.129999,226700
2012-03-15,30.020000,30.070000,29.879999,29.980000,29.980000,335600
2012-03-16,29.969999,31.150000,29.910000,30.629999,30.629999,335100
2012-03-19,30.690001,30.980000,30.160000,30.299999,30.299999,86400
2012-03-20,30.200001,30.320000,29.709999,29.780001,29.780001,144500
2012-03-21,29.809999,30.379999,29.730000,29.920000,29.920000,757900
2012-03-22,29.700001,30.490000,29.660000,30.420000,30.420000,272500
2012-03-23,30.370001,31.059999,30.370001,31.000000,31.000000,383300
2012-03-26,31.190001,31.820000,31.160000,31.639999,31.639999,191300
2012-03-27,31.600000,32.509998,31.600000,32.080002,32.080002,161400
2012-03-28,32.029999,32.389999,31.940001,32.209999,32.209999,136500
2012-03-29,32.090000,32.340000,32.000000,32.240002,32.240002,271600
2012-03-30,32.340000,33.740002,32.119999,32.930000,32.930000,544900
2012-04-02,32.869999,34.349998,32.689999,33.980000,33.980000,264600
2012-04-03,33.919998,34.250000,33.130001,33.250000,33.250000,588100
2012-04-04,33.009998,33.200001,32.650002,32.880001,32.880001,203200
2012-04-05,32.740002,32.869999,32.459999,32.700001,32.700001,57000
2012-04-09,32.299999,32.509998,31.719999,32.240002,32.240002,92000
2012-04-10,32.160000,32.259998,31.219999,31.490000,31.490000,148700
2012-04-11,31.680000,31.680000,31.309999,31.440001,31.440001,147400
2012-04-12,31.389999,31.450001,31.190001,31.360001,31.360001,108900
2012-04-13,31.450001,32.180000,31.139999,32.169998,32.169998,157400
2012-04-16,32.209999,32.430000,31.920000,31.980000,31.980000,96900
2012-04-17,32.139999,32.549999,31.860001,32.000000,32.000000,113600
2012-04-18,31.940001,32.259998,31.340000,31.709999,31.709999,144200
2012-04-19,31.700001,31.820000,31.299999,31.700001,31.700001,91100
